20.12.2019;16:21:52;30;133.45;2.03887
20.12.2019;16:22:22;60;133.45;2.03887
20.12.2019;16:22:52;90;133.45;2.05344
20.12.2019;16:23:22;120;133.45;2.0491
20.12.2019;16:23:52;150;133.5;2.05003
20.12.2019;16:24:22;180;133.55;2.04755
20.12.2019;16:24:52;210;133.5;2.04662
20.12.2019;16:25:22;240;133.55;2.04538
20.12.2019;16:25:52;270;133.55;2.04166
20.12.2019;16:26:22;300;133.45;2.04135
20.12.2019;16:26:52;330;133.45;2.03825
20.12.2019;16:27:22;360;133.5;2.03515
20.12.2019;16:27:52;390;133.55;2.03515
20.12.2019;16:28:22;420;133.55;2.05406
20.12.2019;16:28:52;450;133.55;2.04786
20.12.2019;16:29:22;480;133.55;2.0491
20.12.2019;16:29:52;510;133.55;2.04755
20.12.2019;16:30:22;540;133.5;2.04259
20.12.2019;16:30:52;570;133.5;2.04228
20.12.2019;16:31:22;600;133.5;2.04011
20.12.2019;16:31:52;630;133.5;2.03825
20.12.2019;16:32:22;660;133.45;2.03825
20.12.2019;16:32:52;690;133.4;2.03484
20.12.2019;16:33:22;720;133.45;2.04879
20.12.2019;16:33:52;750;133.5;2.046
20.12.2019;16:34:22;780;133.5;2.04755
20.12.2019;16:34:52;810;133.55;2.04445
20.12.2019;16:35:22;840;133.55;2.04321
20.12.2019;16:35:52;870;133.55;2.04011
20.12.2019;16:36:22;900;133.55;2.04011
20.12.2019;16:36:52;930;133.5;2.03825
20.12.2019;16:37:22;960;133.5;2.04042
20.12.2019;16:37:52;990;133.45;2.03701
20.12.2019;16:38:22;1020;133.5;2.05189
20.12.2019;16:38:52;1050;133.5;2.05189
20.12.2019;16:39:22;1080;133.45;2.04755
20.12.2019;16:39:52;1110;133.45;2.04817
20.12.2019;16:40:22;1140;133.5;2.04693
20.12.2019;16:40:52;1170;133.6;2.04352
20.12.2019;16:41:22;1200;133.5;2.04352
20.12.2019;16:41:52;1230;133.45;2.04259
20.12.2019;16:42:22;1260;133.5;2.04042
20.12.2019;16:42:52;1290;133.55;2.03918
20.12.2019;16:43:22;1320;133.55;2.03608
20.12.2019;16:43:52;1350;133.45;2.03887
20.12.2019;16:44:22;1380;133.5;2.04879
20.12.2019;16:44:52;1410;133.55;1.9809
20.12.2019;16:45:22;1440;133.55;2.0064
20.12.2019;16:45:52;1470;133.5;2.00518
20.12.2019;16:46:22;1500;133.55;2.00427
20.12.2019;16:46:52;1530;133.6;2.00184
20.12.2019;16:47:22;1560;133.45;2.00093
20.12.2019;16:47:52;1590;133.45;1.9988
20.12.2019;16:48:22;1620;133.55;2.00093
20.12.2019;16:48:52;1650;133.55;1.99576
20.12.2019;16:49:22;1680;133.55;1.99546
20.12.2019;16:49:52;1710;133.55;1.99576
20.12.2019;16:50:22;1740;133.45;2.00944
20.12.2019;16:50:52;1770;133.5;2.0061
20.12.2019;16:51:22;1800;133.45;2.00701
20.12.2019;16:51:52;1830;133.45;2.00488
20.12.2019;16:52:22;1860;133.45;2.00093
20.12.2019;16:52:52;1890;133.45;2.00184
20.12.2019;16:53:22;1920;133.55;1.9988
20.12.2019;16:53:52;1950;133.55;1.99941
20.12.2019;16:54:22;1980;133.55;1.99941
20.12.2019;16:54:52;2010;133.5;1.99728
20.12.2019;16:55:22;2040;133.45;1.99758
20.12.2019;16:55:52;2070;133.45;1.99485
