20.12.2019;13:52:59;60;132.75;2.08971
20.12.2019;13:53:29;90;132.05;2.08785
20.12.2019;13:53:59;120;132.75;2.08289
20.12.2019;13:54:29;150;133.7;2.07979
20.12.2019;13:54:59;180;134.65;2.07235
20.12.2019;13:55:29;210;135.15;2.06925
20.12.2019;13:55:59;240;135.45;2.0646
20.12.2019;13:56:29;270;135.45;2.05499
20.12.2019;13:56:59;300;135.4;2.05189
20.12.2019;13:57:29;330;135.25;2.04786
20.12.2019;13:57:59;360;135.05;2.04135
20.12.2019;13:58:29;390;134.85;2.04476
20.12.2019;13:58:59;420;134.6;2.03608
20.12.2019;13:59:29;450;134.4;2.0615
20.12.2019;13:59:59;480;134.2;2.05995
20.12.2019;14:00:29;510;134.1;2.05127
20.12.2019;14:00:59;540;134.05;2.05406
20.12.2019;14:01:29;570;134.05;2.04693
20.12.2019;14:01:59;600;134;2.04228
20.12.2019;14:02:29;630;134.05;2.03298
20.12.2019;14:02:59;660;134.05;2.05654
20.12.2019;14:03:29;690;134.05;2.05313
20.12.2019;14:03:59;720;134;2.04879
20.12.2019;14:04:29;750;134.05;2.04972
20.12.2019;14:04:59;780;134;2.04786
20.12.2019;14:05:29;810;134.05;2.0367
20.12.2019;14:05:59;840;134.05;2.04352
20.12.2019;14:06:29;870;134.05;2.05933
20.12.2019;14:06:59;900;134.1;2.06491
20.12.2019;14:07:29;930;134.1;2.05406
20.12.2019;14:07:59;960;134.1;2.04476
20.12.2019;14:08:29;990;134.2;2.04042
20.12.2019;14:08:59;1020;134.1;2.03918
20.12.2019;14:09:29;1050;134.15;2.05406
20.12.2019;14:09:59;1080;134.1;2.05716
20.12.2019;14:10:29;1110;134.1;2.05003
20.12.2019;14:10:59;1140;134.1;2.04755
20.12.2019;14:11:29;1170;134.1;2.046
20.12.2019;14:11:59;1200;134.15;2.03949
20.12.2019;14:12:29;1230;134.1;2.05964
20.12.2019;14:12:59;1260;134.05;2.05716
20.12.2019;14:13:29;1290;134.1;2.05313
20.12.2019;14:13:59;1320;134;2.04879
20.12.2019;14:14:29;1350;134.05;2.04321
20.12.2019;14:14:59;1380;134.1;2.04445
20.12.2019;14:15:29;1410;134.05;2.03825
20.12.2019;14:15:59;1440;134.05;2.04011
20.12.2019;14:16:29;1470;134.05;2.0584
20.12.2019;14:16:59;1500;134.1;2.04972
20.12.2019;14:17:29;1530;134;2.04693
20.12.2019;14:17:59;1560;134;2.046
20.12.2019;14:18:29;1590;134.05;2.04662
20.12.2019;14:18:59;1620;134.1;2.0615
20.12.2019;14:19:29;1650;134.05;2.06088
20.12.2019;14:19:59;1680;134;2.05406
20.12.2019;14:20:29;1710;134.05;2.0522
20.12.2019;14:20:59;1740;134.1;2.04662
20.12.2019;14:21:29;1770;134.05;2.04321
20.12.2019;14:21:59;1800;134.05;2.03825
20.12.2019;14:22:29;1830;134;2.03918
20.12.2019;14:22:59;1860;134.05;2.05561
20.12.2019;14:23:29;1890;134.1;2.0584
20.12.2019;14:23:59;1920;134.05;2.05313
20.12.2019;14:24:29;1950;134.05;2.04662
20.12.2019;14:24:59;1980;134;2.04352
20.12.2019;14:25:29;2010;134;2.04321
20.12.2019;14:25:59;2040;134;2.04011
20.12.2019;14:26:29;2070;134.05;2.0367
20.12.2019;14:26:59;2100;134.1;2.05623
20.12.2019;14:27:29;2130;134;2.05282
20.12.2019;14:27:59;2160;134.05;2.05561
20.12.2019;14:28:29;2190;134.05;2.04538
20.12.2019;14:28:59;2220;134;2.04817
20.12.2019;14:29:29;2250;134;2.04104
20.12.2019;14:29:59;2280;134;2.04042
20.12.2019;14:30:29;2310;134;2.05623
20.12.2019;14:30:59;2340;134.05;2.05871
20.12.2019;14:31:29;2370;134.05;2.05313
20.12.2019;14:31:59;2400;134;2.05065
20.12.2019;14:32:29;2430;133;2.04972
20.12.2019;14:32:59;2460;133;2.04383
