21.12.2019;16:21:11;30;1181.15;0.02077
21.12.2019;16:21:41;60;1181.15;0.02077
21.12.2019;16:22:11;90;1181.15;0.02077
21.12.2019;16:22:41;120;1181.15;0.02077
21.12.2019;16:23:11;150;1181.15;0.02077
21.12.2019;16:23:41;180;1181.15;0.02077
21.12.2019;16:24:11;210;1181.15;0.02077
21.12.2019;16:24:41;240;1181.15;0.02077
21.12.2019;16:25:11;270;1181.15;0.02077
21.12.2019;16:25:41;300;1181.15;0.02077
21.12.2019;16:26:11;330;1181.15;0.02077
21.12.2019;16:26:41;360;1181.15;0.02077
21.12.2019;16:27:11;390;1181.15;0.02077
21.12.2019;16:27:41;420;1181.15;0.02077
21.12.2019;16:28:11;450;1181.15;0.02077
21.12.2019;16:28:41;480;1181.15;0.02077
21.12.2019;16:29:11;510;1181.15;0.02077
21.12.2019;16:29:41;540;1181.15;0.02077
21.12.2019;16:30:11;570;1181.15;0.02077
21.12.2019;16:30:41;600;1181.15;0.02077
21.12.2019;16:31:11;630;1181.15;0.02077
21.12.2019;16:31:41;660;1181.15;0.02077
21.12.2019;16:32:11;690;1181.15;0.02077
21.12.2019;16:32:41;720;1181.15;0.02077
21.12.2019;16:33:11;750;1181.15;0.02077
21.12.2019;16:33:41;780;1181.15;0.02077
21.12.2019;16:34:11;810;1181.15;0.02077
21.12.2019;16:34:41;840;1181.15;0.02077
21.12.2019;16:35:11;870;1181.15;0.02077
21.12.2019;16:35:41;900;1181.15;0.02077
21.12.2019;16:36:11;930;1181.15;0.02077
21.12.2019;16:36:41;960;1181.15;0.02077
21.12.2019;16:37:11;990;1181.15;0.02077
21.12.2019;16:37:41;1020;1181.15;0.02077
21.12.2019;16:38:11;1050;1181.15;0.02077
21.12.2019;16:38:41;1080;1181.15;0.02077
21.12.2019;16:39:11;1110;1181.15;0.02077
21.12.2019;16:39:41;1140;1181.15;0.02077
21.12.2019;16:40:11;1170;1181.15;0.02077
21.12.2019;16:40:41;1200;1181.15;0.02077
21.12.2019;16:41:11;1230;1181.15;0.02077
21.12.2019;16:41:41;1260;1181.15;0.02077
21.12.2019;16:42:11;1290;1181.15;0.02077
21.12.2019;16:42:41;1320;1181.15;0.02077
21.12.2019;16:43:11;1350;1181.15;0.02077
21.12.2019;16:43:41;1380;1181.15;0.02077
21.12.2019;16:44:11;1410;1181.15;0.02077
21.12.2019;16:44:41;1440;1181.15;0.02077
21.12.2019;16:45:11;1470;1181.15;0.02077
21.12.2019;16:45:41;1500;1181.15;0.02077
21.12.2019;16:46:11;1530;1181.15;0.02077
21.12.2019;16:46:41;1560;1181.15;0.02077
21.12.2019;16:47:11;1590;1181.15;0.02077
21.12.2019;16:47:41;1620;1181.15;0.02077
21.12.2019;16:48:11;1650;1181.15;0.02077
21.12.2019;16:48:41;1680;1181.15;0.02077
21.12.2019;16:49:11;1710;1181.15;0.02077
21.12.2019;16:49:41;1740;1181.15;0.02077
21.12.2019;16:50:11;1770;1181.15;0.02077
21.12.2019;16:50:41;1800;1181.15;0.02077
21.12.2019;16:51:11;1830;1181.15;0.02077
21.12.2019;16:51:41;1860;1181.15;0.02077
21.12.2019;16:52:11;1890;1181.15;0.02077
21.12.2019;16:52:41;1920;1181.15;0.02077
21.12.2019;16:53:11;1950;1181.15;0.02077
21.12.2019;16:53:41;1980;1181.15;0.02077
21.12.2019;16:54:11;2010;1181.15;0.02077
21.12.2019;16:54:41;2040;1181.15;0.02077
21.12.2019;16:55:11;2070;1181.15;0.02077
21.12.2019;16:55:41;2100;1181.15;0.02077
21.12.2019;16:56:11;2130;1181.15;0.02077
21.12.2019;16:56:41;2160;1181.15;0.02077
21.12.2019;16:57:11;2190;1181.15;0.02077
21.12.2019;16:57:41;2220;1181.15;0.02077
21.12.2019;16:58:11;2250;1181.15;0.02077
21.12.2019;16:58:41;2280;1181.15;0.02077
21.12.2019;16:59:11;2310;1181.15;0.02077
21.12.2019;16:59:41;2340;1181.15;0.02077
21.12.2019;17:00:11;2370;1181.15;0.02077
21.12.2019;17:00:41;2400;1181.15;0.02077
21.12.2019;17:01:11;2430;1181.15;0.02077
21.12.2019;17:01:41;2460;1181.15;0.02077
21.12.2019;17:02:11;2490;1181.15;0.02077
21.12.2019;17:02:41;2520;1181.15;0.02077
21.12.2019;17:03:11;2550;1181.15;0.02077
21.12.2019;17:03:41;2580;1181.15;0.02077
21.12.2019;17:04:11;2610;1181.15;0.02077
21.12.2019;17:04:41;2640;1181.15;0.02077
21.12.2019;17:05:11;2670;1181.15;0.02077
21.12.2019;17:05:41;2700;1181.15;0.02077
21.12.2019;17:06:25;2730;1181.15;0.02077
21.12.2019;17:06:41;2760;1181.15;0.02077
